Longitude,Latitude
-81.3319090486328,29.884025466246925
-81.33239095524846,29.889466092008217
-81.33241092008403,29.889776768094297
-81.33285733840472,29.89021835898196
-81.33224989146828,29.887846820150372
-81.3323029163595,29.88861112868383
-81.33200069077006,29.88501791104881
-81.33207944839201,29.88593064407072
-81.33217760583598,29.88698356747621
-81.33187008103651,29.88369283924436
-81.3319090486328,29.884025466246925
-81.3325198551769,29.89027145595242
-81.33928675552023,29.889660274054368
-81.33149610454731,29.88796970687595
-81.33143281749473,29.884100907639255
-81.33149588490161,29.886949534588414
-81.33173111943701,29.89032843716158
-81.33135383930802,29.885027786301848
-81.33162199596202,29.88596204222793
-81.33143542127235,29.888704053690574
-81.33138405857291,29.88939438033228
-81.33436392146649,29.90290207073587
-81.33449943421306,29.903787157936012
-81.33420623631159,29.90199229137226
-81.33396349769411,29.901129473396693
-81.3339326636669,29.900400858126623
-81.33366089558925,29.899348377550698
-81.33326765186193,29.896880062558967
-81.33144145493362,29.898157814990288
-81.33349071505204,29.897525698979564
-81.33341682896223,29.90377065034429
-81.33352620627728,29.90439182520002
-81.33316600539158,29.895733657656773
-81.33315264035541,29.90215169429324
-81.33302427754184,29.894870581890256
-81.33300134348345,29.90126114569174
-81.33288216684277,29.900538252705246
-81.332532674362,29.892232024127082
-81.33278002311093,29.893543050115568
-81.33274038642988,29.893961118048374
-81.33269869410168,29.899460799199126
-81.33264460382118,29.90312915026842
-81.33262255303416,29.890788157725986
-81.33028225566072,29.892122185633205
-81.33261136098882,29.893120007855334
-81.33257958583752,29.898757154057982
-81.33243426447497,29.897762097303737
-81.33226369909079,29.8967671038059
-81.33212106947535,29.90229178485968
-81.33226918585099,29.90317684280504
-81.3321407575333,29.89585723347435
-81.33197287375242,29.90138197874035
-81.3319579579805,29.894977761194184
-81.33180212420258,29.900331989929633
-81.33163306892575,29.891214116224372
-81.33140839642483,29.89198187224432
-81.33169708258829,29.893391788973098
-81.33181290369404,29.89405969655386
-81.33167659991453,29.899595362733006
-81.3325275951452,29.89260325855327
-81.33154131840203,29.898770766654202
-81.33139956357824,29.897896690405705
-81.33087899253674,29.891257256298402
-81.33098662601458,29.896135112903497
-81.32967129797198,29.894422537955855
-81.33464773936024,29.904721708531227
-81.33357512371194,29.90486466445127
-81.33331694873281,29.90315770069064
-81.33316304718673,29.910021549931596
-81.33160894976639,29.89918031496171
-81.33241085577777,29.904020669922772
-81.33174430976514,29.910506338049238
-81.33174430976514,29.910506338049238
-81.33148319141158,29.905045924409972
-81.3313989202187,29.904377938441122
-81.33121774813738,29.90399342357768
-81.33174430976514,29.910506338049238
-81.33174430976514,29.910506338049238
-81.32628709909243,29.87468743037948
-81.33079888054478,29.888020952921625
-81.33084858448704,29.888738523944827
-81.33086515842166,29.884201324727865
-81.33047684532127,29.88701533595313
-81.33040503797704,29.888206175760555
-81.3302525691503,29.88981793530826
-81.3302525691503,29.88981793530826
-81.32980378004063,29.887693468850475
-81.32980378004063,29.887693468850475
-81.33088386388526,29.886043639187804
-81.3298020874702,29.88717926192695
-81.32957664685436,29.884837001660234
-81.32961564350842,29.885180628419608
-81.3295149652644,29.88431194514323
-81.3297197415154,29.886129046943477
-81.32875360233842,29.885004042329825
-81.32880341625176,29.88576011136273
-81.32884538874518,29.88701116251126
-81.32875760841074,29.890071899689463
-81.32868519907277,29.88435251165327
-81.32827451890002,29.887100577339318
-81.328663884,29.88939843427406
-81.32843695920808,29.886596961049698
-81.32844841622897,29.89009191826482
-81.32897203158562,29.88617765963808
-81.32829212361136,29.8886211686835
-81.32834208030353,29.88942123379693
-81.32804795290429,29.884403593662533
-81.32802485132741,29.885058101977112
-81.32806780853424,29.885649200761033
-81.32795419171389,29.890464369446573
-81.3278388993753,29.88802009106234
-81.3278388993753,29.88802009106234
-81.32783767185435,29.889573726578764
-81.32752644984703,29.88800711803715
-81.3276236265702,29.888774068804842
-81.32741320521149,29.880390469853293
-81.32741320521149,29.880390469853293
-81.32746677313138,29.887127332541507
-81.32734893224196,29.885829722636828
-81.32739467301846,29.886308073169022
-81.3271156606102,29.888802827021422
-81.32712416735211,29.890441681804216
-81.32717787264804,29.88079527343244
-81.32719619560683,29.884474453215905
-81.32725837705372,29.88515624786089
-81.3270624589523,29.889905625437834
-81.32699476304563,29.88946857634054
-81.32701610206307,29.882470299593322
-81.32703600376321,29.882767228096924
-81.32710456566778,29.883471005543008
-81.32683503083952,29.881131597999207
-81.32691294868465,29.881802355019754
-81.32671556547773,29.880298705782394
-81.32677704145368,29.880766018818253
-81.32658324985685,29.885204666967446
-81.32664545453038,29.885894711167392
-81.32655619549845,29.878838958564497
-81.32662424029412,29.879385999614875
-81.3265933902926,29.883475021442884
-81.32651163337026,29.884531144713918
-81.32647422952576,29.88661008115003
-81.32647422952576,29.88661008115003
-81.32635364977804,29.888342748850334
-81.32635364977804,29.888342748850334
-81.32610844530916,29.881842842657207
-81.32599520727747,29.888742354803227
-81.32604463562546,29.889385684028788
-81.32613229069204,29.89013891035587
-81.3263206493162,29.88111637215642
-81.32605161483268,29.882802661507668
-81.32611097532143,29.884559633413
-81.32607211033748,29.885222429771535
-81.32603969016314,29.8859264570323
-81.32593396192773,29.88349590038544
-81.3254927660672,29.88852911139577
-81.32549278181186,29.889505287591493
-81.32565211415776,29.878329730373718
-81.32356258149788,29.88690598124317
-81.32356258149788,29.88690598124317
-81.32577177321761,29.88116722455534
-81.32532420371298,29.882292994916863
-81.3252212384596,29.883624149377443
-81.3252212384596,29.883624149377443
-81.32524184300301,29.888999944632626
-81.32540350973271,29.890195705545217
-81.32516510644503,29.879939562051362
-81.32534763918567,29.88076405092982
-81.32517573246936,29.883214542127618
-81.32530332073361,29.88460837340821
-81.32488621853409,29.88832437180874
-81.32473233648946,29.88465927605491
-81.32500511877123,29.879255256898208
-81.32490631554866,29.882843983443276
-81.32492617621095,29.884103340466492
-81.32461080537615,29.889028996522057
-81.32461080537615,29.889028996522057
-81.3247792399177,29.887447451273733
-81.3247792399177,29.887447451273733
-81.32422661544882,29.888301246113425
-81.32450186333494,29.889493979382138
-81.33757050805481,29.88979116645051
-81.32456369685536,29.884227973251814
-81.32431711515866,29.879212952686498
